#,Name,Height,Weight,Arm,Hand,Vertical,Broad,Position_Group
DL,Greg Gaines,6-1,312,31 1/4,9 5/8,31,9-1,Defensive_Line
DL,Rashan Gary,6-4 3/8,277,34 1/8,9 5/8,38,10-0,Defensive_Line
DL,Kevin Givens,6-1 1/4,285,32 1/8,9 5/8,31,9-7,Defensive_Line
DL,Carl Granderson,6-4 3/4,254,34,9 5/8,35,9-11,Defensive_Line
DL,Gerri Green,6-4,252,33,10,35,9-6,Defensive_Line
DL,Trysten Hill,6-2 3/4,308,33 3/8,10 1/4,35,9-7,Defensive_Line
DL,Albert Huggins,6-2 7/8,305,33 1/2,10 5/8,25.5,8-5,Defensive_Line
DL,Joe Jackson,6-4 1/4,275,34 1/8,10,27,9-1,Defensive_Line
DL,CeCe Jefferson,6-1 1/2,266,33 5/8,9 5/8,30.5,9-0,Defensive_Line
DL,Jalen Jelks,6-5 3/8,256,34 5/8,9 5/8,32.5,9-5,Defensive_Line
DL,Darryl Johnson,6-6,253,33 7/8,10,—,—,Defensive_Line
DL,Dre'Mont Jones,6-2 3/4,281,33 3/4,9 5/8,31.5,9-2,Defensive_Line
DL,Kingsley Keke,6-2 5/8,288,34 1/2,9 3/4,31.5,9-3,Defensive_Line
DL,Dexter Lawrence,6-4 1/2,342,34 3/4,10 1/2,—,—,Defensive_Line
DL,Jonathan Ledbetter,6-3 3/4,280,34 1/2,9 7/8,26.5,9-0,Defensive_Line
DL,Daylon Mack,6-1,336,31 1/4,10 1/4,27,8-6,Defensive_Line
DL,Shareef Miller,6-4 1/2,254,33 5/8,10 1/8,29.5,—,Defensive_Line
DL,Anthony Nelson,6-7,271,34 7/8,9 7/8,35.5,9-10,Defensive_Line
DL,Ed Oliver,6-1 7/8,287,31 3/4,9 1/4,36,10-0,Defensive_Line
DL,Charles Omenihu,6-5 3/8,280,36,9 3/8,36.5,9-7,Defensive_Line
DL,Jachai Polite,6-2 5/8,258,32 5/8,9 3/4,32,—,Defensive_Line
DL,Wyatt Ray,6-3 1/4,257,32 1/2,9 3/8,34,9-10,Defensive_Line
DL,Dontavius Russell,6-2 3/4,319,32,9 1/2,—,—,Defensive_Line
DL,Khalen Saunders,6-0 3/8,324,32 1/4,9 1/8,30.5,8-5,Defensive_Line
DL,Chris Slayton,6-3 5/8,307,33 1/2,10 5/8,29,8-5,Defensive_Line
DL,Sutton Smith,6-0 3/8,233,30 3/4,8 1/2,31.5,9-10,Defensive_Line
DL,Montez Sweat,6-5 3/4,260,35 3/4,10 1/2,36,10-5,Defensive_Line
DL,Jerry Tillery,6-6 1/2,295,34 1/4,10 5/8,32,9-7,Defensive_Line
DL,Armon Watts,6-4 5/8,300,33 3/8,9 5/8,—,—,Defensive_Line
DL,Christian Wilkins,6-3 1/4,315,32 1/2,9 3/4,29.5,8-11,Defensive_Line
DL,Quinnen Williams,6-3,303,33 1/4,9 5/8,30.5,9-4,Defensive_Line
DL,Gerald Willis,6-1 3/4,302,33,8 1/2,—,—,Defensive_Line
DL,Chase Winovich,6-2 3/4,256,32 3/4,10,30.5,9-8,Defensive_Line
DL,Daniel Wise,6-2 5/8,281,33,10,27.5,9-4,Defensive_Line
DL,Renell Wren,6-4 7/8,318,33 7/8,10,32,9-10,Defensive_Line
DL,Oshane Ximines,6-3 1/2,253,33,9 7/8,34,9-10,Defensive_Line
LB,Otaro Alaka,6-3,239,33,9 3/4,36,10-11,Linebacker
LB,Dakota Allen,6-0 3/4,232,31 1/4,9 1/4,31.5,9-8,Linebacker
LB,Josh Allen,6-4 7/8,262,33 1/2,8 3/4,—,9-10,Linebacker
LB,Bryson Allen-Williams,6-0 5/8,236,31 1/2,9 3/4,—,—,Linebacker
LB,Jeff Allison,5-11 1/4,228,32 1/4,10,31,9-7,Linebacker
LB,Azeez Al-Shaair,6-0 5/8,234,32 3/8,9 1/2,—,—,Linebacker
LB,Cody Barton,6-2 1/2,237,31 7/8,9 1/4,32.5,9-8,Linebacker
LB,Ben Burr-Kirven,6-0,230,31 7/8,8 7/8,34.5,10-1,Linebacker
LB,Devin Bush,5-11,234,32,9 5/8,40.5,10-4,Linebacker
LB,Blake Cashman,6-1 1/8,237,30 1/8,8 3/4,37.5,10-4,Linebacker
LB,Te'von Coney,6-0 7/8,234,32 7/8,9 1/2,—,—,Linebacker
LB,Ryan Connelly,6-2 1/8,242,30 7/8,9 3/8,34.5,9-10,Linebacker
LB,Deshaun Davis,5-11 3/8,234,31 1/4,10,31,9-3,Linebacker
LB,Tyrel Dodson,6-0 3/8,237,31 3/4,9 1/8,—,9-10,Linebacker
LB,T.J. Edwards,6-0 3/8,230,31 1/4,9 3/8,—,—,Linebacker
LB,Emeke Egbule,6-2,245,33,9 1/4,33,9-11,Linebacker
LB,Joe Giles-Harris,6-1 3/4,234,31 1/4,8 1/2,29.5,9-3,Linebacker
LB,Dre Greenlaw,5-11 1/2,237,32 1/4,9 7/8,33,9-9,Linebacker
LB,Porter Gustin,6-4 1/2,255,33,10,35.5,9-11,Linebacker
LB,Nate Hall,6-2 1/4,225,32 1/4,9 3/8,—,—,Linebacker
LB,Terez Hall,6-1 1/8,230,33 1/2,10 3/8,—,—,Linebacker
LB,Terrill Hanks,6-2,242,33 1/2,9 3/4,35.5,9-10,Linebacker
LB,Chase Hansen,6-2 7/8,222,30 1/2,9 3/8,—,—,Linebacker
LB,Justin Hollins,6-5 1/4,248,33 3/8,10 3/8,36.5,9-11,Linebacker
LB,Gary Johnson,5-11 7/8,226,31 1/4,10 1/4,33.5,10-1,Linebacker
LB,Jordan Jones,6-1 3/4,234,31 3/4,9,32.5,10-3,Linebacker
LB,Kendall Joseph,5-11 5/8,233,31 5/8,9 3/4,—,—,Linebacker
LB,Vosean Joseph,6-1 1/2,230,31 3/8,9 5/8,—,—,Linebacker
LB,Tre Lamar,6-3 3/8,253,32 1/4,9 1/2,—,—,Linebacker
LB,David Long Jr.,5-11 1/4,227,30 3/4,10,—,—,Linebacker
LB,Christian Miller,6-3 3/8,247,35 1/8,9 3/4,38.5,9-10,Linebacker
LB,Bobby Okereke,6-1 3/8,239,34 1/2,10 1/8,33.5,10-2,Linebacker
LB,Germaine Pratt,6-2 1/2,240,31 5/8,9 1/8,32.5,9-8,Linebacker
LB,Cameron Smith,6-2,238,32,9 5/8,39,10-3,Linebacker
LB,Ty Summers,6-1 3/8,241,31 1/2,10,36,10-3,Linebacker
LB,Sione Takitaki,6-1 1/8,238,32,9 5/8,37,10-5,Linebacker
LB,Jahlani Tavai,6-2 3/8,250,31 7/8,9,—,—,Linebacker
LB,Drue Tranquill,6-2,234,31 1/2,9 3/4,37.5,10-2,Linebacker
LB,Andrew Van Ginkel,6-3 1/2,241,32 1/2,9 3/8,38,10-3,Linebacker
LB,D'Andre Walker,6-2 3/8,251,34 3/8,9 7/8,—,—,Linebacker
LB,Devin White,6-0,237,32 1/8,9 3/4,39.5,9-10,Linebacker
LB,Mack Wilson,6-1 1/8,240,32 3/8,9 1/4,32,9-9,Linebacker
DB,Johnathan Abram,5-11 3/8,205,31 3/8,9 5/8,—,9-8,Defensive_Back
DB,Nasir Adderley,5-11 3/4,206,31,9,—,—,Defensive_Back
DB,Ugo Imadi,5-9 3/8,199,31 3/4,9 1/2,32.5,9-7,Defensive_Back
DB,Blessuan Austin,6-0 5/8,198,32 1/2,10,—,—,Defensive_Back
DB,Derrick Baity,6-2 1/8,197,31 1/2,8 5/8,38.5,10-7,Defensive_Back
DB,Deandre Baker,5-11,193,32,9,—,9-10,Defensive_Back
DB,Corey Ballentine,5-11,196,31 5/8,9 1/2,39.5,11-3,Defensive_Back
DB,John Battle,6-0 1/2,201,31 3/4,9 5/8,29.5,10-0,Defensive_Back
DB,Mike Bell,6-2 3/4,210,32 3/8,9 1/4,30,9-10,Defensive_Back
DB,Marquise Blair,6-1 1/4,195,30 3/4,8 1/4,35,10-5,Defensive_Back
DB,Kris Boyd,5-11 1/2,201,30 3/4,9,36.5,10-7,Defensive_Back
DB,Blace Brown,6-0 3/8,194,32,9 3/4,—,10-6,Defensive_Back
DB,Jordan Brown,6-0 3/8,201,30 1/2,9 5/8,39.5,10-8,Defensive_Back
DB,Sean Bunting,6-0 3/8,195,31 3/4,9 5/8,41.5,10-6,Defensive_Back
DB,Hamp Cheevers,5-9 3/8,169,30 1/2,8 5/8,39,10-2,Defensive_Back
DB,Jonathan Crawford,6-1,205,31 1/2,9 1/4,31.5,9-7,Defensive_Back
DB,Xavier Crawford,5-10 7/8,187,29 1/8,9,37.5,—,Defensive_Back
DB,Davante Davis,6-2 1/8,202,31 3/8,9 3/4,37,10-5,Defensive_Back
DB,Jamel Dean,6-1,206,31 3/4,9 1/8,41,10-10,Defensive_Back
DB,Lukas Denis,5-11 1/4,190,31 1/4,9 1/2,33.5,9-8,Defensive_Back
DB,D'Cota Dixon,5-9 5/8,204,29 1/4,9 1/8,33.5,9-11,Defensive_Back
DB,Mike Edwards,5-10 1/2,205,30 7/8,9 3/8,—,—,Defensive_Back
DB,Rashad Fenton,5-11,193,30 3/8,8 3/4,34,9-9,Defensive_Back
DB,Mark Fields,5-9 7/8,192,30 1/2,9 1/8,—,—,Defensive_Back
DB,Malik Gant,5-11 5/8,209,30 1/2,8 7/8,34.5,9-6,Defensive_Back
DB,Chauncey Gardner-Johnson,5-10 7/8,210,30 7/8,9 1/4,36,9-9,Defensive_Back
DB,Saquan Hampton,6-1 1/4,206,31 5/8,8 5/8,—,10-5,Defensive_Back
DB,Will Harris,6-1,207,31 1/4,9,36.5,10-3,Defensive_Back
DB,Montre Hartage,5-11 3/8,190,31 3/4,9,34.5,10-3,Defensive_Back
DB,Alijah Holder,6-0 3/4,191,32 1/2,9 1/2,36,10-1,Defensive_Back
DB,Amani Hooker,5-11 3/8,210,30 1/8,9 1/8,37,10-3,Defensive_Back
DB,Michael Jackson,6-0 5/8,210,32 1/2,9 3/4,40.5,10-10,Defensive_Back
DB,Isaiah Johnson,6-2 1/8,208,33,8 3/4,36.5,11-1,Defensive_Back
DB,Jaquan Johnson,5-10 1/8,191,29 5/8,8 3/4,33,10-1,Defensive_Back
DB,Lonnie Johnson,6-1 7/8,213,32 5/8,9 1/8,38,10-9,Defensive_Back
DB,Justin Layne,6-1 3/4,192,33,9 1/4,37.5,11-2,Defensive_Back
DB,Iman Lewis-Marshall,6-0 5/8,207,30 3/8,9 1/2,—,—,Defensive_Back
DB,David Long,5-10 5/8,196,30 7/8,9 5/8,39.5,10-0,Defensive_Back
DB,Julian Love,5-10 3/4,195,31 3/4,9,36,10-1,Defensive_Back
DB,Mark McLaurin,6-1 1/2,212,31 5/8,9 5/8,36,—,Defensive_Back
DB,Jordan Miller,6-0 5/8,186,32 7/8,9 5/8,37,10-5,Defensive_Back
DB,Trayvon Mullen,6-1 1/2,199,31,9 1/8,34.5,10-3,Defensive_Back
DB,Byron Murphy,5-10 3/4,190,30 1/8,8 7/8,36.5,10-0,Defensive_Back
DB,Amani Oruwariye,6-1 5/8,205,31 3/8,9,36.5,10-0,Defensive_Back
DB,Jamal Peters,6-1 3/4,218,32 3/8,9 3/4,—,—,Defensive_Back
DB,Ryan Pulley,5-10 5/8,209,32 3/4,9 1/4,31,9-3,Defensive_Back
DB,Taylor Rapp,5-11 3/4,208,30 3/4,9,35,9-7,Defensive_Back
DB,Sheldrick Redwine,6-0,196,31 3/4,9 3/8,39,10-10,Defensive_Back
DB,Darnell Savage Jr.,5-10 3/4,198,31,9 1/8,39.5,10-6,Defensive_Back
DB,Kendall Sheffield,5-11 3/8,193,31 1/2,9 1/4,—,—,Defensive_Back
DB,Saivion Smith,6-0 7/8,199,33 1/4,9 1/2,33,10-1,Defensive_Back
DB,Marvell Tell III,6-2,198,33 1/8,9 3/4,42,11-4,Defensive_Back
DB,Derrek Thomas,6-2 7/8,189,33 3/4,10,39.5,10-11,Defensive_Back
DB,Deionte Thompson,6-1,195,32 1/8,9 7/8,—,—,Defensive_Back
DB,Juan Thornhill,6-0 1/4,205,31 1/8,8 3/4,44,11-9,Defensive_Back
DB,Ken Webster,5-10 7/8,203,32,8 7/8,43,11-1,Defensive_Back
DB,Darius West,5-10 7/8,208,31 3/8,9 1/8,33.5,9-5,Defensive_Back
DB,Greedy Williams,6-1 7/8,185,31 1/2,9 1/4,—,—,Defensive_Back
DB,Joejuan Williams,6-3 5/8,211,32 1/2,9 3/4,—,—,Defensive_Back
DB,Khari Willis,5-10 7/8,213,31,9 1/2,34.5,9-10,Defensive_Back
DB,Donovan Wilson,6-0,199,33 3/8,9 3/4,36,10-7,Defensive_Back
DB,Andrew Wingard,6-0 1/8,209,30 1/2,8 5/8,36.5,10-1,Defensive_Back
DB,Zedrick Woods,5-11,205,31 5/8,9 1/8,34.5,10-2,Defensive_Back
DB,Evan Worthington,6-1 7/8,212,32 3/4,9 1/2,33.5,10-1,Defensive_Back
DB,Rock Ya-Sin,5-11 3/4,192,32,9 7/8,39.5,10-0,Defensive_Back
