#,Name,Height,Weight,Arm,Hand,Vertical,Broad,Position_Group,Converted_Height,Converted_Arm,Converted_Hand,Converted_Vertical,Converted_Broad
DL,"Bryan, Taven",6050,291,32 3/4,9 3/4,"35""","9'10""",DL,77,,,35,118
DL,"Fatukasi, Foley",6036,318,34 1/8,10 1/4,"30""","9'4""",DL,75.75,,,30,112
DL,"Frazier, Joshua",6027,321,34 1/4,10,NA,NA,DL,74.875,,,NA,NA
DL,"Green, Rasheem",6042,275,33 3/4,9 7/8,"32.5""","9'10""",DL,76.25,,,32.5,118
DL,"Henderson, Zay",6006,298,32 3/4,9 3/4,"29.5""","8'9""",DL,72.75,,,29.5,105
DL,"Hill, B.J.",6032,311,33,10 5/8,"26.5""","8'5""",DL,75.25,,,26.5,101
DL,"Hurst, Maurice",6012,292,32.0,9 1/2,NA,NA,DL,73.25,,,NA,NA
DL,"Jones, Justin",6024,309,33 1/2,10,"29""","8'8""",DL,74.5,,,29,104
DL,"Lotulelei, Lowell",6015,315,33,9 5/8,NA,NA,DL,73.625,,,NA,NA
DL,"McKenzie, Kahlil",6026,314,31 1/2,10 1/8,"29.5""","8'9""",DL,74.75,,,29.5,105
DL,"Nichols, Bilal",6036,306,33 3/8,10 1/4,NA,NA,DL,75.75,,,NA,NA
DL,"NNadi, Derrick",6010,317,33 1/2,9 7/8,"27""","8'0""",DL,73,,,27,96
DL,"Norton, Kendrick",6027,314,33 3/4,10 3/4,NA,NA,DL,74.875,,,NA,NA
DL,"Payne, Da'Ron",6024,311,33.0,9 3/8,"28.5""","8'11""",DL,74.5,,,28.5,107
DL,"Phillips, Harrison",6032,307,33 7/8,10 3/8,"32""","8'7""",DL,75.25,,,32,103
DL,"Senat, Deadrin",6000,314,31 5/8,9 3/4,"26""","8'4""",DL,72,,,26,100
DL,"Settle, Tim",6026,329,33,9 1/8,"23.5""","8'0""",DL,74.75,,,23.5,96
DL,"Shepherd, Nathan",6036,315,32 3/8,10 1/8,"31""","9'4""",DL,75.75,,,31,112
DL,"Stallworth, Taylor",6020,312,32 1/2,10 1/4,"23.5""","8'5""",DL,74,,,23.5,101
DL,"Thompson, Trent",6025,288,34,10 5/8,"32.5""","9'3""",DL,74.625,,,32.5,111
DL,"Vea, Vita",6040,347,32 5/8,10,NA,NA,DL,76,,,NA,NA
DL,"Wilson, Eddy",6026,301,33 7/8,9 3/8,NA,"8'0""",DL,74.75,,,NA,96
DL,"Adeniyi, Ola",6011,248,31 6/8,9 5/8,"31.5""",NA,DL,73.125,,,31.5,NA
DL,"Armstrong, Dorance",6035,257,34 3/4,10,"30""","9'10""",DL,75.625,,,30,118
DL,"Aruna, Ade",6045,262,34,10 5/8,"38.5""","10'8""",DL,76.625,,,38.5,128
DL,"Brown, Andrew",6033,296,34 1/2,9 3/8,"28""","8'5""",DL,75.375,,,28,101
DL,"Chubb, Bradley",6043,269,34,9 7/8,"36""","10'1""",DL,76.375,,,36,121
DL,"Davenport, Marcus",6056,264,33 5/8,9 1/8,"33.5""","10'4""",DL,77.75,,,33.5,124
DL,"Dickerson, Matt",6045,292,33 1/4,10,"31""",NA,DL,76.625,,,31,NA
DL,"Ejiofor, Duke",6040,264,34 7/8,9 3/4,NA,NA,DL,76,,,NA,NA
DL,"Fitts, Kylie",6036,263,33,9 1/2,"32.5""","9'9""",DL,75.75,,,32.5,117
DL,"Franklin-Myers, John",6037,283,32 7/8,10,"33""","9'5""",DL,75.875,,,33,113
DL,"Hand, Da'Shawn",6035,297,34 3/8,9 6/8,"31.5""","9'3""",DL,75.625,,,31.5,111
DL,"Haynes, Marquis",6023,235,33 1/4,10,"32""","10'3""",DL,74.375,,,32,123
DL,"Holmes, Jalyn",6047,283,34,10,NA,NA,DL,76.875,,,NA,NA
DL,"Hubbard, Sam",6053,270,33 1/8,10,"35""","9'8""",DL,77.375,,,35,116
DL,"Key, Arden",6047,238,33 1/2,10,"31""","9'9""",DL,76.875,,,31,117
DL,"Landry, Harold",6023,252,32 7/8,9 3/8,"36""","9'11""",DL,74.375,,,36,119
DL,"Lewis, Tyquan",6032,269,33 3/4,10 3/8,"35.5""","10'2""",DL,75.25,,,35.5,122
DL,"Looney, James",6026,287,32,10 3/8,"35.5""","9'5""",DL,74.75,,,35.5,113
DL,"Mata'afa, Hercules",6022,254,31 1/2,10 1/4,"31.5""","9'0""",DL,74.25,,,31.5,108
DL,"McIntosh, R.J.",6044,286,33 7/8,9 3/8,NA,NA,DL,76.5,,,NA,NA
DL,"Rolland-Jones, Ja'Von",6017,253,32 3/4,10 1/8,NA,NA,DL,73.875,,,NA,NA
DL,"Rotimi, Bunmi",6031,273,34 7/8,9 3/4,"32""","9'5""",DL,75.125,,,32,113
DL,"Speaks, Breeland",6027,283,33 3/4,9 7/8,"32.5""","9'2""",DL,74.875,,,32.5,110
DL,"Street, Kentavius",6022,280,32 7/8,10 1/4,NA,NA,DL,74.25,,,NA,NA
DL,"Sweat, Josh",6046,251,34 5/8,10 1/4,"39.5""","10'4""",DL,76.75,,,39.5,124
DL,"Thomas, Chad",6050,281,33 1/2,10 1/4,"29""","9'8""",DL,77,,,29,116
DL,"Wicker, JoJo",6016,296,31 3/4,9 1/8,"30""","8'9""",DL,73.75,,,30,105
DL,"Winbush, Anthony",6012,249,32 1/8,9 1/4,NA,"9'2""",DL,73.25,,,NA,110
DL,"Young, Trevon",6037,258,33 6/8,10,"33""","9'6""",DL,75.875,,,33,114
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Hi,NA,6040,267.3,33 1/2,9 7/8,"33.5""","9'7""",NA,76,,,33.5,115
NA,NA,6027,308.4,33 1/4,"10""","29.3""","8'9""",NA,74.875,,,29.3,105
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Re,NA,NA,NA,NA,NA,"42""","11'1""",NA,NA,,,42,133
LB,"Avery, Genard",6004,248,31,10 1/8,"36""","10'4""",LB,72.5,,,36,124
LB,"Baker, Jerome",6011,229,31 1/2,10 3/8,"36.5""","10'6""",LB,73.125,,,36.5,126
LB,"Bellamy, Davin",6036,255,33 1/4,9 1/2,NA,NA,LB,75.75,,,NA,NA
LB,"Bierria, Keishawn",6003,230,31 1/8,9 3/8,"30.5""","9'9""",LB,72.375,,,30.5,117
LB,"Burks, Oren",6031,233,33 3/8,9 1/8,"39.5""","10'11""",LB,75.125,,,39.5,131
LB,"Cabinda, Jason",6010,239,32,9 5/8,NA,NA,LB,73,,,NA,NA
LB,"Carter, Lorenzo",6047,250,34,10 3/8,"36""","10'10""",LB,76.875,,,36,130
LB,"Cichy, Jack",6021,238,32 1/8,9 1/2,NA,NA,LB,74.125,,,NA,NA
LB,"Covington, Chris",6022,245,32 1/2,9 1/4,NA,NA,LB,74.25,,,NA,NA
LB,"DeLuca, Nick",6025,251,32 3/4,10 1/4,"29.5""","9'4""",LB,74.625,,,29.5,112
LB,"Dooley, Garret",6023,248,32 1/2,10 1/4,"33""","10'1""",LB,74.375,,,33,121
LB,"Edmunds, Tremaine",6044,253,34 1/2,9 3/8,NA,"9'9""",LB,76.5,,,NA,117
LB,"Evans, Rashaan",6017,232,32 1/4,10,"30""","9'8""",LB,73.875,,,30,116
LB,"Griffin, Shaquem",6003,227,32 1/8,9,NA,"9'9""",LB,72.375,,,NA,117
LB,"Hamilton, Shaun Dion",5116,228,31,10 1/4,NA,NA,LB,71.75,,,NA,NA
LB,"Hearns, James",6024,239,32 1/2,9 3/8,NA,NA,LB,74.5,,,NA,NA
LB,"Holland, Jeff",6013,249,33 1/2,10 1/2,NA,"9'8""",LB,73.375,,,NA,116
LB,"Iyiegbuniwe, Joel",6013,229,32 5/8,10 1/4,"35""","9'9""",LB,73.375,,,35,117
LB,"Jackson, Darius",6022,242,32,9 1/8,"26.5""","9'5""",LB,74.25,,,26.5,113
LB,"Jacobs, Leon",6011,246,33 1/2,9 1/2,"34.5""","10'2""",LB,73.125,,,34.5,122
LB,"Jefferson, Malik",6022,236,32,9 5/8,"36""","10'5""",LB,74.25,,,36,125
LB,"Jewell, Josey",6010,234,32,10,"33""","9'9""",LB,73,,,33,117
LB,"Kalambayi, Peter",6025,252,33 1/2,9,"34""","10'1""",LB,74.625,,,34,121
LB,"Kiser, Micah",6003,238,32,9 3/8,"35.5""","10'1""",LB,72.375,,,35.5,121
LB,"Leonard, Darius",6020,234,34 3/8,10 1/4,NA,NA,LB,74,,,NA,NA
LB,"McCray, Mike",6011,243,32 5/8,9 1/8,"31.5""","9'11""",LB,73.125,,,31.5,119
LB,"Moore, Skai",6022,226,32,9 3/8,"36""","9'9""",LB,74.25,,,36,117
LB,"Nwosu, Uchenna",6021,251,33 5/8,9,"32""","9'11""",LB,74.125,,,32,119
LB,"O'Daniel, Dorian",6005,223,31 1/8,9,"32""","9'11""",LB,72.625,,,32,119
LB,"Okoronkwo, Obonnia",6015,253,33 3/4,9,"38""","10'1""",LB,73.625,,,38,121
LB,"Pugh, Jake",6033,246,34 3/8,10 1/8,"38.5""","10'2""",LB,75.375,,,38.5,122
LB,"Sam, Christian",6010,244,31 1/2,10,"32""","9'6""",LB,73,,,32,114
LB,"Scales, Tegray",6003,230,30 3/4,8 5/8,NA,NA,LB,72.375,,,NA,NA
LB,"Smith, Andre",5115,237,33 1/8,10,NA,NA,LB,71.625,,,NA,NA
LB,"Smith, Roquan",6007,236,32,10,NA,NA,LB,72.875,,,NA,NA
LB,"Thomas, Matthew",6026,232,33,8 7/8,"41.5""","10'11""",LB,74.75,,,41.5,131
LB,"Turay, Kemoko",6045,253,33 3/8,9 5/8,NA,NA,LB,76.625,,,NA,NA
LB,"Vander Esch, Leighton",6042,256,33 7/8,9 3/4,"39.5""","10'4""",LB,76.25,,,39.5,124
LB,"Victor, Azeem",6021,240,33,9 3/8,"32.5""","9'7""",LB,74.125,,,32.5,115
LB,"Warner, Fred",6033,236,32,9 3/4,"38.5""","9'11""",LB,75.375,,,38.5,119
LB,"Worley, Chris",6013,238,31 1/4,9 1/4,"29.5""",NA,LB,73.375,,,29.5,NA
LB,"Young, Kenny",6010,236,32 3/8,9 1/2,"36""","9'9""",LB,73,,,36,117
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Hi,NA,6020,242,32 3/8,9 5/8,"34.8""","9'9.5""",NA,74,,,34.8,117.5
NA,NA,6016,241,NA,NA,"33.4""","9'5.5""",NA,73.75,,,33.4,113.5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Re,NA,NA,NA,NA,NA,"42.5""","11'7""",NA,NA,,,42.5,139
DB,"Alexander, Jaire",5102,196,31 1/8,9 1/2,"35""","10'7""",DB,70.25,,,35,127
DB,"Averett, Anthony",5111,183,30 1/4,8 1/2,"31.5""","9'11""",DB,71.125,,,31.5,119
DB,"Brown, Tony",5117,199,31 1/2,9 1/4,"31.5""","10'6""",DB,71.875,,,31.5,126
DB,"Campbell, Chris",6006,195,33 1/2,8 3/4,NA,NA,DB,72.75,,,NA,NA
DB,"Chachere, Andre",5116,197,31 3/8,9 7/8,"38""","10'3""",DB,71.75,,,38,123
DB,"Davis, Carlton",6010,206,32 3/4,8 1/2,"34""","10'4""",DB,73,,,34,124
DB,"Dawson, Duke",5105,197,31 1/2,9,NA,NA,DB,70.625,,,NA,NA
DB,"Delaney, Dee",5114,200,30 1/2,9 3/4,"32.5""","10'0""",DB,71.5,,,32.5,120
DB,"Facyson, Brandon",6014,203,32 5/8,9 3/4,NA,NA,DB,73.5,,,NA,NA
DB,"Fant, Rashard",5094,179,30,8 7/8,NA,NA,DB,69.5,,,NA,NA
DB,"Gaulden, Rashaan",6006,197,30 3/4,9 3/4,"30""","9'11""",DB,72.75,,,30,119
DB,"Haley, Grant",5092,190,29 3/4,9 1/8,"34""","9'11""",DB,69.25,,,34,119
DB,"Harris, Davontae",5113,205,31 1/8,8 3/4,"32.5""","10'3""",DB,71.375,,,32.5,123
DB,"Hill, Holton",6015,196,32,9 5/8,"31""","10'0""",DB,73.625,,,31,120
DB,"Hughes, Mike",5101,189,30 7/8,8 3/4,"35.5""","10'7""",DB,70.125,,,35.5,127
DB,"Jackson, Donte",5104,178,29 1/2,8 3/4,NA,"10'4""",DB,70.5,,,NA,124
DB,"Jackson, J.C.",5096,201,31 1/2,8 1/8,"35.5""","10'0""",DB,69.75,,,35.5,120
DB,"Jackson, Joshua",6003,196,31 1/8,9 3/8,"38""","10'3""",DB,72.375,,,38,123
DB,"Johnson, Danny",5092,181,31 1/8,9 1/4,"35""","10'3""",DB,69.25,,,35,123
DB,"Johnson, Taron",5111,192,30 7/8,9 1/8,"33""","9'10""",DB,71.125,,,33,118
DB,"Jones, Chris",5117,200,32 3/4,9 3/4,NA,NA,DB,71.875,,,NA,NA
DB,"Joseph, Michael",6005,187,30 1/4,8 5/8,"34""",NA,DB,72.625,,,34,NA
DB,"King, Jamarcus",6006,185,32 7/8,9 1/8,NA,NA,DB,72.75,,,NA,NA
DB,"Maddox, Avonte",5091,184,29 1/2,8 3/4,"37""","10'5""",DB,69.125,,,37,125
DB,"McFadden, Tarvarus",6022,204,32 1/2,10 3/8,"38.5""","10'1""",DB,74.25,,,38.5,121
DB,"Meeks, Quenton",6010,209,31 3/4,10 1/4,"39""","10'8""",DB,73,,,39,128
DB,"Moore, Kamren",5104,202,31 3/8,9,NA,NA,DB,70.5,,,NA,NA
DB,"Nelson, Nick",5105,200,30 3/4,9 1/4,NA,"10'3""",DB,70.625,,,NA,123
DB,"Nickerson, Perry",5103,182,30 1/4,8 1/4,NA,NA,DB,70.375,,,NA,NA
DB,"Oliver, Isaiah",6002,201,33 1/2,9 3/4,NA,NA,DB,72.25,,,NA,NA
DB,"Phillips, Darius",5097,193,31 1/2,9 1/8,NA,NA,DB,69.875,,,NA,NA
DB,"Reed, D.J.",5091,188,31 5/8,10,"36.5""",NA,DB,69.125,,,36.5,NA
DB,"Stewart, M.J.",5107,200,31 1/4,9 1/4,"35""","9'10""",DB,70.875,,,35,118
DB,"Stroman, Greg",5110,182,29 7/8,8 3/4,"33.5""","9'5""",DB,71,,,33.5,113
DB,"Sullivan, Chandon",5106,194,32 3/8,9,"40.5""","11'2""",DB,70.75,,,40.5,134
DB,"Thomas, Jordan",6001,187,32,9 1/2,"38""","10'4""",DB,72.125,,,38,124
DB,"Toliver, Henré",6003,188,30 7/8,9,"32.5""","9'9""",DB,72.375,,,32.5,117
DB,"Toliver, Kevin",6020,192,30 1/8,9 3/8,"33""","10'0""",DB,74,,,33,120
DB,"Wade, D'Montre",5111,206,32 3/8,9 7/8,"35.5""","10'0""",DB,71.125,,,35.5,120
DB,"Wallace, Levi",6002,179,32 3/4,9 3/8,"33""",NA,DB,72.25,,,33,NA
DB,"Ward, Denzel",5107,183,31 1/4,8 3/4,"39""","11'4""",DB,70.875,,,39,136
DB,"Yiadom, Isaac",6007,190,32 1/4,8 7/8,NA,"10'0""",DB,72.875,,,NA,120
DB,"Allen, Marcus",6021,215,30 5/8,9 1/8,"37""","10'7""",DB,74.125,,,37,127
DB,"Apke, Troy",6012,200,32 3/8,8 3/8,"41""","10'11""",DB,73.25,,,41,131
DB,"Bates, Jessie",6011,200,31 5/8,9 3/4,"35.5""","9'9""",DB,73.125,,,35.5,117
DB,"Blanding, Quin",6020,207,31 3/4,8 3/8,"31.5""","10'2""",DB,74,,,31.5,122
DB,"Chandler, Sean",5104,205,30 3/4,8 1/4,"34.5""","9'11""",DB,70.5,,,34.5,119
DB,"Cruikshank, Dane",6012,209,31,8 3/4,"38.5""","10'1""",DB,73.25,,,38.5,121
DB,"Edmunds, Terrell",6004,217,32 3/4,10 1/2,"41.5""","11'2""",DB,72.5,,,41.5,134
DB,"Elliott, Deshon",6007,210,32 1/4,10 1/2,"36""","10'1""",DB,72.875,,,36,121
DB,"Fitzpatrick, Minkah",6001,204,31 1/4,9 3/8,"33""","10'1""",DB,72.125,,,33,121
DB,"Flowers, Tre",6032,202,33 7/8,9,"34.5""",10'2',DB,75.25,,,34.5,122
DB,"Harris, Marcell",6006,216,32,8 5/8,NA,NA,DB,72.75,,,NA,NA
DB,"Harrison, Ronnie",6020,207,33 3/8,9 1/2,"34""","10'0""",DB,74,,,34,120
DB,"Igwebuike, Godwin",5113,213,31 1/4,9 3/4,"35.5""","10'8""",DB,71.375,,,35.5,128
DB,"Jamerson, Natrell",5105,201,32 5/8,9 3/4,"35.5""","10'0""",DB,70.625,,,35.5,120
DB,"James, Derwin",6016,215,33,9 1/2,"40""","11'0""",DB,73.75,,,40,132
DB,"Kalu, Joshua",6002,203,32 3/4,10,"41.5""","11'2""",DB,72.25,,,41.5,134
DB,"Kelly, Kameron",6015,204,31 3/4,8 7/8,"33""","10'0""",DB,73.625,,,33,120
DB,"Neal, Siran",6000,206,31 1/8,9 7/8,"40.5""","10'2""",DB,72,,,40.5,122
DB,"Redfield, Max",6010,199,30,9 1/4,NA,NA,DB,73,,,NA,NA
DB,"Reid, Justin",6004,207,31 5/8,9 3/4,"36.5""","10'8""",DB,72.5,,,36.5,128
DB,"Roberts, Stephen",5112,186,31 3/8,8 7/8,"34""","10'1""",DB,71.25,,,34,121
DB,"Sanders, Dominick",5112,193,30 5/8,9 1/4,NA,NA,DB,71.25,,,NA,NA
DB,"Smith, Van",5107,186,30 1/8,8 3/4,"29.5""",NA,DB,70.875,,,29.5,NA
DB,"Walker, Trey",6007,206,33 1/2,8 3/4,"33""","9'11""",DB,72.875,,,33,119
DB,"Watts, Armani",5104,202,31,8 3/4,"35""","10'0""",DB,70.5,,,35,120
DB,"Webb, Damon",5106,209,31 1/4,8 1/8,NA,NA,DB,70.75,,,NA,NA
DB,"White, Kyzir",6017,218,31 5/8,10 1/8,"35.5""","9'5""",DB,73.875,,,35.5,113
DB,"Whitehead, Jordan",5103,198,29 3/4,8 1/2,NA,NA,DB,70.375,,,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Hi,NA,5115,195.8,31 3/8,9 1/8,"36.3""","10'2""",NA,71.625,,,36.3,122
NA,NA,6005,208.7,31 5/8,9 3/8,"36.2""","10'1/2""",NA,72.625,,,36.2,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Re,NA,NA,NA,NA,NA,"45""","12'3""",NA,NA,,,45,147
NA,NA,NA,NA,NA,NA,"44""","11'9""",NA,NA,,,44,141
PK,"Badgley, Mike",5100,183,"29""",8 3/4,NA,"9'3""",SPEC,70,,,NA,111
PK,"Brown, Drew",5100,208,"29""",8 3/8,NA,NA,SPEC,70,,,NA,NA
PK,"Carlson, Daniel",6050,213,"32""",9 3/4,NA,NA,SPEC,77,,,NA,NA
PK,"Daniel, Trevor",6014,230,31 1/2,9 3/8,"32.5""","9'11""",SPEC,73.5,,,32.5,119
PK,"Davidson, Joseph",6070,232,32 1/4,8 1/2,NA,NA,SPEC,79,,,NA,NA
PK,"Dickson, Michael",6020,208,31 1/4,9 1/4,NA,NA,SPEC,74,,,NA,NA
PK,"Pineiro, Eddy",6000,185,29 7/8,8 1/4,NA,NA,SPEC,72,,,NA,NA
PK,"Scott, J.K.",6055,208,33 1/8,9 1/8,"30.5""","9'6""",SPEC,77.625,,,30.5,114
PK,"Townsend, Johnny",6010,210,30 5/8,9 1/2,NA,NA,SPEC,73,,,NA,NA
PK,"Tripucka, Shane",6030,211,31 1/2,9 3/4,NA,NA,SPEC,75,,,NA,NA
PK,"Winslow, Ryan",6050,217,30 1/4,8 5/8,NA,NA,SPEC,77,,,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
ST,"Carew, Tanner",6012,243,NA,NA,NA,NA,SPEC,73.25,,,NA,NA
