#,Name,Height,Weight,Arm,Hand,Vertical,Broad,Position_Group,Converted_Height,Converted_Arm,Converted_Hand,Converted_Vertical,Converted_Broad
DL,"Parry, David",6012,308,31,9 7/8,"29""","8'7""",DL,73.25,,,29,103
DL,"Phillips, Jordan",6052,329,34 3/4,9 3/8,"30""","8'9""",DL,77.25,,,30,105
DL,"Philon, Darius",6013,298,32 3/8,9 1/2,"31""","8'11""",DL,73.375,,,31,107
DL,"Ray, Shane",6025,245,33 1/8,9,NA,NA,DL,74.625,,,NA,NA
DL,"Reed, Cedric",6050,269,33 3/8,9 3/4,NA,NA,DL,77,,,NA,NA
DL,"Richardson, Bobby",6025,283,34 5/8,11,"32.5""","8'10""",DL,74.625,,,32.5,106
DL,"Russell, Ryan",6042,269,33 3/8,10 1/4,"32.5""","9'11""",DL,76.25,,,32.5,119
DL,"Shelton, Danny",6021,339,32,10 1/4,"30.5""","7'11""",DL,74.125,,,30.5,95
DL,"Simon, Deon",6043,321,33,10 1/2,"29.5""","8'9""",DL,76.375,,,29.5,105
DL,"Smith, Preston",6047,271,34,10 5/8,"34""","10'1""",DL,76.875,,,34,121
DL,"Smith, Za'Darius",6044,274,32 5/8,10,"29""","9'5""",DL,76.5,,,29,113
DL,"Surratt, J.T.",6010,304,32,10 1/8,"30""","8'10""",DL,73,,,30,106
DL,"Trail, Lyndon",6065,269,34 7/8,10 1/2,"32.5""","9'9""",DL,78.625,,,32.5,117
DL,"Trinca-Pasat, Louis",6010,290,31 7/8,10 1/8,"32""","8'9""",DL,73,,,32,105
DL,"Tull, Davis",6020,246,31 1/4,9 3/4,"42.5""",11',DL,74,,,42.5,132
DL,"Wagenmann, Zack",6030,247,33 1/2,9 1/2,"37.5""","9'1""",DL,75,,,37.5,109
DL,"Walton, L.T.",6047,319,32 1/4,10 1/4,"27""","8'7""",DL,76.875,,,27,103
DL,"Williams, Leonard",6045,302,34 5/8,10 5/8,"29.5""","8'10""",DL,76.625,,,29.5,106
DL,"Wright, Gabe",6026,300,32 5/8,10 3/4,"26.5""","8'4""",DL,74.75,,,26.5,100
LB,"Alexander, Kwon",6006,227,30 1/4,9 1/4,"36""","10'1""",LB,72.75,,,36,121
LB,"Anthony, Stephone",6025,243,32 1/2,10 3/8,"37""","10'2""",LB,74.625,,,37,122
LB,"Ball, Neiron",6020,236,33 5/8,9 3/8,NA,NA,LB,74,,,NA,NA
LB,"Cudjoe-Virgil, Yannik",6020,248,32 5/8,9 3/4,NA,NA,LB,74,,,NA,NA
LB,"Davis, Aaron",5115,225,31,9,"29""","8'11""",LB,71.625,,,29,107
LB,"Dawson, Paul",6001,235,31 1/2,9 1/2,"28""","9'1""",LB,72.125,,,28,109
LB,"Depriest, Trey",6000,254,31 5/8,9,NA,NA,LB,72,,,NA,NA
LB,"Dickson, Xzavier",6034,260,33 1/2,10,"29.5""","8'4""",LB,75.5,,,29.5,100
LB,"Dupree, Alvin ""Bud""",6040,269,32 5/8,9 3/4,"42""","11'6""",LB,76,,,42,138
LB,"Fua, Alani",6050,238,32,10 1/8,"34.5""","9'10""",LB,77,,,34.5,118
LB,"Grissom, Geneo",6033,262,33 3/8,10 1/4,"37""",9'9',LB,75.375,,,37,117
LB,"Owacham, Obum",6053,246,34 3/8,10,"36""","10'1""",LB,77.375,,,36,121
LB,"Hager, Bryce",6006,234,31 3/8,9,"35""","9'9""",LB,72.75,,,35,117
LB,"Heeney, Ben",6002,231,30 3/4,9,"33.5""",10',LB,72.25,,,33.5,120
LB,"Herrera, Amarlo",6005,244,32 3/4,9 5/8,"32""","9'3""",LB,72.625,,,32,111
LB,"Hicks, Jordan",6013,236,32,10,"38""","10'4""",LB,73.375,,,38,124
LB,"Hull, Mike",6000,237,30 1/2,9 3/8,NA,NA,LB,72,,,NA,NA
LB,NA,NA,NA,NA,NA,NA,NA,LB,NA,,,NA,NA
LB,"Jones, Taiwan",6025,245,34,10,"32""","9'7""",LB,74.625,,,32,115
LB,"Kendricks, Eric",6002,232,31,9 5/8,"38""","10'5""",LB,72.25,,,38,125
LB,"Kikaha, Hau'oli",6020,253,32 1/2,9 5/8,NA,NA,LB,74,,,NA,NA
LB,"Mauldin, Lorenzo",6035,259,33,9 7/8,"32""","9'4""",LB,75.625,,,32,112
LB,"McKinney, Bernardick",6041,246,33,9,"40.5""","10'1""",LB,76.125,,,40.5,121
LB,"Nzeocha, Mark",6020,232,33,10,NA,NA,LB,74,,,NA,NA
LB,"Perryman, Denzel",5106,236,31 7/8,9 1/2,"32""","9'5""",LB,70.75,,,32,113
LB,"Pullard, Hayes",6004,240,31 1/4,9 5/8,"31""",9'2',LB,72.5,,,31,110
LB,"Robinson, Edmond",6025,245,34,10 1/4,"37""","10'1""",LB,74.625,,,37,121
LB,"Ryan, Jake",6023,240,31,9 3/8,"34""",10',LB,74.375,,,34,120
LB,"Spaight, Martrell",5117,236,32 3/4,9 1/8,"35""",10',LB,71.875,,,35,120
LB,"Tavai, J.R.",6016,249,31 1/2,9 1/8,"30.5""",9'4',LB,73.75,,,30.5,112
LB,"Thompson, Shaq",6001,228,33,9 1/2,"33.5""","9'9""",LB,72.125,,,33.5,117
LB,"Valles, Max",6050,251,32 5/8,9 3/8,"36.5""","10'1""",LB,77,,,36.5,121
LB,"Washington, Tony",6035,247,33,9 1/2,"32.5""","9'2""",LB,75.625,,,32.5,110
LB,"Wilson, Damien",6000,245,33 3/4,9 3/8,"37""","9'11""",LB,72,,,37,119
LB,"Wilson, Ramik",6016,237,33,10 5/8,"35""","9'3""",LB,73.75,,,35,111
DB,"Amos, Adrian",6004,218,32 1/4,9 1/8,"35.5""","10'2""",DB,72.5,,,35.5,122
DB,"Bonner, Detrick",6001,207,31 1/7,8 7/8,NA,NA,DB,72.125,,,NA,NA
DB,"Campbell, Ibraheim",5110,208,30 3/8,10 1/4,NA,NA,DB,71,,,NA,NA
DB,"Carter, Alex",6001,196,32 1/8,9 1/8,"40""","10'1""",DB,72.125,,,40,121
DB,"Celiscar, D.C.",5107,194,31 3/8,9 1/4,NA,10',DB,70.875,,,NA,120
DB,"Coleman, Justin",5110,185,31 1/4,9 3/8,"37.5""","10'4""",DB,71,,,37.5,124
DB,"Collins, Jalen",6014,203,32 1/8,9 3/8,"36""","10'4""",DB,73.5,,,36,124
DB,"Collins, Landon",6000,228,31 1/2,9 3/8,"35""",10',DB,72,,,35,120
DB,"Cox, Justin",6005,191,31 1/4,9,"38""","10'9""",DB,72.625,,,38,129
DB,"Darby, Ronald",5105,193,31 3/8,8 5/8,"41.5""","10'9""",DB,70.625,,,41.5,129
DB,"Diggs, Quandre",5091,196,29 5/8,9 5/8,"36.5""","9'5""",DB,69.125,,,36.5,113
DB,"Doss, Lorenzo",5103,182,29 3/4,9,"33.5""","9'7""",DB,70.375,,,33.5,115
DB,"Drummond, Kurtis",6005,208,32 1/4,10 3/8,"39.5""","9'11""",DB,72.625,,,39.5,119
DB,"Ekpre-Olomu, Ifo",5090,192,30 7/8,9 5/8,NA,NA,DB,69,,,NA,NA
DB,"Eskridge, Durell",6027,208,32 3/8,9 5/8,"31""","9'9""",DB,74.875,,,31,117
DB,"Gaines, Charles",5097,180,31 3/8,8 3/4,"34.5""","10'3""",DB,69.875,,,34.5,123
DB,"Geathers, Clayton",6015,218,31 5/8,9 1/8,"37""",10',DB,73.625,,,37,120
DB,"Glenn, Jacoby",6000,179,31 1/4,8 5/8,"34""","10'3""",DB,72,,,34,123
DB,"Golson, Senquez",5085,176,29 3/4,9 3/8,"33.5""",10',DB,68.625,,,33.5,120
DB,"Grant, Doran",5102,200,30 1/4,9 3/8,"33""","9'8""",DB,70.25,,,33,116
DB,"Gunter, Ladarius",6014,202,31 1/2,9 5/8,"33.5""",9',DB,73.5,,,33.5,108
DB,"Hackett, Chris",6002,195,31 1/2,9 7/8,"32""","9'2""",DB,72.25,,,32,110
DB,"Harris, Anthony",6010,183,31,9 1/4,NA,NA,DB,73,,,NA,NA
DB,"Hill, Troy",5104,182,29 1/2,8 3/4,"32.5""",10',DB,70.5,,,32.5,120
DB,"Holliman, Gerod",6000,218,32,9 1/2,NA,NA,DB,72,,,NA,NA
DB,"Jarrett, Kyshoen",5097,200,31,9 3/4,"33""","9'1""",DB,69.875,,,33,109
DB,"Jefferson, A.J.",6007,198,31 1/2,8 1/2,"33.5""","9'8""",DB,72.875,,,33.5,116
DB,"Johnson, Kevin",6002,188,31,8 3/8,"41.5""","10'10""",DB,72.25,,,41.5,130
DB,"Jones, Byron",6010,199,32,10,"44.5""","12'3""",DB,73,,,44.5,147
DB,"Mager, Craig",5114,201,29 3/4,9 1/ 4,"38""","10'10""",DB,71.5,,,38,130
DB,"Marlowe, Dean",6014,203,31,8 3/4,"33.5""","9'6""",DB,73.5,,,33.5,114
DB,"McCain, Bobby",5094,195,30 1/2,9,"36""","10'10""",DB,69.5,,,36,130
DB,"McDonald, Tevin",5113,195,29 3/4,9,"33""","9'4""",DB,71.375,,,33,112
DB,"Nelson, Steven",5101,197,30 5/8,9 1/4,"34.5""","9'7""",DB,70.125,,,34.5,115
DB,"Peters, Garry",5116,191,31 1/2,10,"32.5""","9'11""",DB,71.75,,,32.5,119
DB,"Peters, Marcus",5115,197,31 1/2,8 3/8,"37.5""","10'1""",DB,71.625,,,37.5,121
DB,"Prewitt, Cody",6020,208,32 5/8,9 1/8,"35""","10'5""",DB,74,,,35,125
DB,"Randall, Damarious",5107,196,30 1/4,8 5/8,"38""",10',DB,70.875,,,38,120
DB,"Richards, Jordan",5106,211,32 1/2,9 3/8,"32""","9'3""",DB,70.75,,,32,111
DB,"Rollins, Quinten",5111,195,30 1/4,9,"36.5""","10'2""",DB,71.125,,,36.5,122
DB,"Rowe, Eric",6006,205,31 1/2,9 1/2,"39""","10'5""",DB,72.75,,,39,125
DB,"Sample, James",6021,209,32,9 1/2,"32.5""","10'3""",DB,74.125,,,32.5,123
DB,"Shaw, Josh",6004,201,30 3/4,9,"37.5""","10'10""",DB,72.5,,,37.5,130
DB,"Shepherd, JaCorey",5110,199,30 5/8,8 5/8,NA,NA,DB,71,,,NA,NA
DB,"Smith, D'Joun",5100,187,30 3/8,8 1/8,"36""","10'4""",DB,70,,,36,124
DB,"Smith, Derron",5100,200,29 3/4,9,NA,NA,DB,70,,,NA,NA
DB,"Smith, Tye",6001,195,32,8 3/4,"36.5""","10'4""",DB,72.125,,,36.5,124
DB,"Swann, Damian",6000,189,31,8 7/8,"33""","9'10""",DB,72,,,33,118
DB,"Tartt, Jaquiski",6013,221,32 3/8,9 7/8,"35.5""","10'4""",DB,73.375,,,35.5,124
DB,"Waynes, Trae",6001,186,31,8 1/4,"38""","10'2""",DB,72.125,,,38,122
DB,"White, Kevin",5091,183,30 1/8,8 3/8,"35.5""","10'1""",DB,69.125,,,35.5,121
DB,"Whitehead, Jermaine",5110,197,31,9 3/8,"37""","10'8""",DB,71,,,37,128
DB,"Williams, P.J.",6000,194,31,8 5/8,"40""",11',DB,72,,,40,132
DB,"Wilson, Julian",6020,205,32 3/8,9 1/4,"36""","10'5""",DB,74,,,36,125
PK,"Baumann, Will",NA,187,32,9 1/8,NA,NA,SPEC,NA,,,NA,NA
PK,"Brindza, Kyle",6010,236,33 1/4,10,NA,NA,SPEC,73,,,NA,NA
PK,"Christy, Kyle",6020,202,30,8 7/8,NA,NA,SPEC,74,,,NA,NA
PK,"Ficken, Sam",6020,191,31,9,NA,NA,SPEC,74,,,NA,NA
PK,"Johnson, Will",6030,206,31 1/2,9,NA,NA,SPEC,75,,,NA,NA
PK,"Lambo, Josh",6000,216,29 1/2,9,NA,NA,SPEC,72,,,NA,NA
PK,"Loomis, Kyle",6020,221,32 1/4,9 7/8,NA,NA,SPEC,74,,,NA,NA
PK,"Manton, Justin",6020,196,32 1/2,8 3/4,NA,NA,SPEC,74,,,NA,NA
PK,"Pardula, Trevor",6050,227,32 5/8,9 1/2,NA,NA,SPEC,77,,,NA,NA
PK,"Pinion, Bradley",6060,229,32 1/4,10 1/8,NA,NA,SPEC,78,,,NA,NA
PK,"Roberts, Jared",6010,210,30 1/8,9,NA,NA,SPEC,73,,,NA,NA
PK,"Roth, Spencer",6050,227,32 1/4,9 1/2,NA,NA,SPEC,77,,,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
ST,"Cardona, Joe",6015,236,33 1/4,10,NA,NA,SPEC,73.625,,,NA,NA
QB,"Adams, Vernon",5107,200,30 1/4,9 1/8,"29.5""","9'6""",QB,70.875,,,29.5,114
QB,"Allen, Brandon",6013,217,31 1/4,8 7/8,"28""","9'2""",QB,73.375,,,28,110
QB,"Boykin, Trevone",6000,212,31 5/8,9 3/8,"32""","9'2""",QB,72,,,32,110
QB,"Brissett, Jacoby",6036,231,32 1/4,9 3/4,"31""","9'5""",QB,75.75,,,31,113
QB,"Cook, Connor",6040,217,33,9 3/4,"33""","9'5""",QB,76,,,33,113
QB,"Doughty, Brandon",6026,213,32,9 1/8,"27""","8'7""",QB,74.75,,,27,103
QB,"Driskel, Jeff",6040,234,33 1/2,9 3/4,"32""","10'2""",QB,76,,,32,122
QB,"Goff, Jared",6040,215,32 3/4,9,"27""","9'2""",QB,76,,,27,110
QB,"Hackenberg, Christian",6043,223,32,9,"31""","9'6""",QB,76.375,,,31,114
QB,"Hogan, Kevin",6032,218,32 3/8,10 1/4,"32.5""","9'5""",QB,75.25,,,32.5,113
QB,"Jones, Cardale",6050,253,33 3/4,9 3/4,"36""",NA,QB,77,,,36,NA
QB,"Kessler, Cody",6012,220,32 5/8,10 7/8,"29.5""","8'8""",QB,73.25,,,29.5,104
QB,"Lynch, Paxton",6065,244,34 1/4,10 1/4,"36""","9'10""",QB,78.625,,,36,118
QB,"Prescott, Dak",6024,226,32 1/4,10 7/8,"32.5""","9'8""",QB,74.5,,,32.5,116
QB,"Stave, Joel",6052,236,33 1/4,10 3/4,"33.5""","9'7""",QB,77.25,,,33.5,115
QB,"Sudfeld, Nate",6060,234,34 1/4,9 7/8,"29""","8'9""",QB,78,,,29,105
QB,"Wentz, Carson",6052,237,33 1/4,10,"30.5""","9'10""",QB,77.25,,,30.5,118
QB,"Woodrum, Josh",6027,231,31 7/8,9 1/4,"31""","9'9""",QB,74.875,,,31,117
RB,"Barber, Peyton",5100,228,30 1/4,9 3/8,"32.5""","9'3""",RB,70,,,32.5,111
RB,"Booker, Devontae",5106,219,31 5/8,8 5/8,NA,NA,RB,70.75,,,NA,NA
RB,"Carson, Tra",5111,227,31 1/2,9 1/4,NA,NA,RB,71.125,,,NA,NA
RB,"Collins, Alex",5100,217,30 1/4,9 1/4,"28.5""","9'5""",RB,70,,,28.5,113
RB,"Coprich, Marshaun",5080,207,29 5/8,9,"34""","9'4""",RB,68,,,34,112
RB,"Dixon, Kenneth",5101,215,31 3/8,9 1/2,"37.5""","10'1""",RB,70.125,,,37.5,121
RB,"Drake, Kenyan",6005,210,31 3/4,9 3/4,"34.5""","10'3""",RB,72.625,,,34.5,123
RB,"Elliot, Ezekiel",5116,225,31 1/4,10 1/4,"32.5""","9'10""",RB,71.75,,,32.5,118
RB,"Ervin, Tyler",5100,192,29 3/4,9 1/8,"39""","10'10""",RB,70,,,39,130
RB,"Ferguson, Josh",5094,198,30,9,"34.5""",10',RB,69.5,,,34.5,120
RB,"Gronkowski, Glenn",6021,239,30 3/4,9 1/2,"33""",10',RB,74.125,,,33,120
RB,"Henry, Derrick",6024,247,33,8 3.4,"37""","10'10""",RB,74.5,,,37,130
RB,"Hicks, Quayvon",6007,259,31 1/4,9 5/8,NA,NA,RB,72.875,,,NA,NA
RB,"Howard, Jordan",5117,230,32 1/4,9,"34""","10'2""",RB,71.875,,,34,122
RB,"Janovich, Andy",6010,238,31 5/8,9 3/4,"34""","9'11""",RB,73,,,34,119
RB,"Johnson, Devon",6004,238,31 1/4,9 1/4,NA,NA,RB,72.5,,,NA,NA
RB,"Lasco, Daniel",6002,209,32,9 1/8,"41.5""","11'3""",RB,72.25,,,41.5,135
RB,"Madden, Tre",6002,223,29 3/4,9 3/8,NA,NA,RB,72.25,,,NA,NA
RB,"Marshall, Keith",5113,219,31 5/8,9 3/8,"30.5""",NA,RB,71.375,,,30.5,NA
RB,"Perkins, Paul",5103,208,31 5/8,9,"32""","10'4""",RB,70.375,,,32,124
RB,"Prosise, CJ",6004,220,32 1/8,8 1/2,"35.5""","10'1""",RB,72.5,,,35.5,121
RB,"Smallwood, Wendell",5104,208,30 1/2,9 1/4,"33.5""",10',RB,70.5,,,33.5,120
RB,"Taylor, Kelvin",5102,207,29 1/4,8 1/4,"32""","9'5""",RB,70.25,,,32,113
RB,"Thornton, Shad",5115,217,30,9 3/4,"31""","9'8""",RB,71.625,,,31,116
RB,"Vainuku, Soma",5114,246,32 3/4,9 1/2,"32""","9'0""",RB,71.5,,,32,108
RB,"Vitale, Dan",6007,239,31 3/4,9 3/4,"38.5""","10'3""",RB,72.875,,,38.5,123
RB,"Washington, DeAndre",5082,204,30,9,"34.5""","9'10""",RB,68.25,,,34.5,118
RB,"Wilds, Brandon",6006,220,32,10 1/4,"36.5""","9'10""",RB,72.75,,,36.5,118
RB,"Williams, Jonathan",5110,220,31 5/8,10,NA,NA,RB,71,,,NA,NA
WO,"Addison, Bralon",5092,197,29 1/2,9 1/8,"34.5""","9'8""",WR,69.25,,,34.5,116
WO,"Allison, Geronimo",6032,196,32 7/8,9 1/2,"33""","10'7""",WR,75.25,,,33,127
WO,"Ayers, Demarcus",5093,182,31 1/4,9 1/4,"33""","10'3""",WR,69.375,,,33,123
WO,"Boyd, Tyler",6014,197,32,9 3/4,"34""","9'11""",WR,73.5,,,34,119
WO,"Brown, Chris",6020,194,32 1/4,9,NA,NA,WR,74,,,NA,NA
WO,"Burbridge, Aaron",6000,206,31 5/8,8 1/4,"30.5""","9'7""",WR,72,,,30.5,115
WO,"Cajuste, Devon",6036,234,33,10 3/4,"36""","10'3""",WR,75.75,,,36,123
WO,"Carroo, Leonte",5117,211,31 3/8,9 5/8,"35.5""",10',WR,71.875,,,35.5,120
WO,"Coleman, Corey",5105,194,30 1/4,9,"40.5""","10'9""",WR,70.625,,,40.5,129
WO,"Cooper, Pharoh",5111,203,32 1/4,9 1/8,"31""","9'7""",WR,71.125,,,31,115
WO,"Core, Cody",6025,205,32,10 3/8,"31.5""","9'11""",WR,74.625,,,31.5,119
WO,"Davis, Trevor",6011,188,31,10,"38.5""","10'4""",WR,73.125,,,38.5,124
WO,"Doctson, Josh",6020,202,31 7/8,9 7/8,"41""","10'11""",WR,74,,,41,131
WO,"Foster, DJ",5102,193,30 1/2,9 1/4,"35.5""","9'9""",WR,70.25,,,35.5,117
WO,"Fuller, Will",6001,186,30 3/4,8 1/4,"33.5""","10'6""",WR,72.125,,,33.5,126
WO,"Garrett, Keyarris",6030,220,34 1/2,9,"36.5""","10'8""",WR,75,,,36.5,128
WO,"Higgins, Rashard",6013,196,32 1/4,9 3/4,"32""","9'8""",WR,73.375,,,32,116
WO,"Holton, Johnny",6005,190,32 7/8,9 7/8,"31.5""","10'3""",WR,72.625,,,31.5,123
WO,"Jones, Cayleb",6025,209,32 3/4,9 1/4,"33.5""",NA,WR,74.625,,,33.5,NA
WO,"Lawler, Kenny",6024,203,33 3/8,10 1/2,"31""","9'3""",WR,74.5,,,31,111
WO,"Lewis, Roger",6003,201,32,9 3/4,"33.5""","9'8""",WR,72.375,,,33.5,116
WO,"Listenbee, Kolby",6000,197,31 3/8,8 1/4,"35.5""","10'9""",WR,72,,,35.5,129
WO,"Louis, Ricardo",6020,215,32 3/8,9 1/2,"38""",11',WR,74,,,38,132
WO,"Marshall, Byron",5093,201,30 1/4,9 1/2,NA,NA,WR,69.375,,,NA,NA
WO,"Marshall, Jalin",5104,200,31 1/2,9 5/8,"37.5""","10'5""",WR,70.5,,,37.5,125
WO,"McKay, Mekale",6035,207,30 5/8,9 1/2,"35""","10'3""",WR,75.625,,,35,123
WO,"Miller, Braxton",6013,201,31 3/4,9 1/8,"35""","10'3""",WR,73.375,,,35,123
WO,"Mitchell, Malcolm",5115,198,32 5/8,10 1/2,"36""","10'9""",WR,71.625,,,36,129
WO,"Moore, Chris",6010,206,33 3/8,9 3/8,"37""","10'10""",WR,73,,,37,130
WO,"North, Marquez",6024,223,33 3/8,10 1/4,"35""","10'3""",WR,74.5,,,35,123
WO,"Payton, Jordan",6011,207,32 1/8,10 1/8,"34.5""","10'1""",WR,73.125,,,34.5,121
WO,"Peake, Charone",6023,209,34,9 1/4,"35.5""","10'2""",WR,74.375,,,35.5,122
WO,"Robinson, Demarcus",6013,203,33,9 1/2,"34.5""","10'3""",WR,73.375,,,34.5,123
WO,"Russell, Alonzo",6035,206,33 7/8,9 1/2,"29.5""","9'4""",WR,75.625,,,29.5,112
WO,"Scott, Rashawn",6010,199,31 3/8,9 3/8,"32.5""","9'8""",WR,73,,,32.5,116
WO,"Sharp, Hunter",5114,198,31 5/8,9 3/8,"32.5""","9'8""",WR,71.5,,,32.5,116
WO,"Sharpe, Tajae",6020,194,32 1/4,8 3/8,"33.5""","9'6""",WR,74,,,33.5,114
WO,"Shepard, Sterling",5102,194,30 3/8,9 3/4,"41""","10'3""",WR,70.25,,,41,123
WO,"Spruce, Nelson",6011,206,30,10,"35""","9'6""",WR,73.125,,,35,114
WO,"Thomas, Michael",6026,212,32 1/8,10 1/2,"33""","10'6""",WR,74.75,,,33,126
WO,"Treadwell, Laquon",6020,221,33 3/8,9 1/2,"33""","9'9""",WR,74,,,33,117
WO,"Williams, Duke",6022,229,32 1/2,9 1/4,"30""","10'1""",WR,74.25,,,30,121
WO,"Wilson, De'Runnya",6045,224,33 7/8,9 1/4,"28""","9'5""",WR,76.625,,,28,113
TE,"Adams, Jerell",6051,247,34 3/8,9 3/4,"32.5""","9'9""",TE,77.125,,,32.5,117
TE,"Anderson, Stephen",6021,230,32,9 1/4,"38""","9'11""",TE,74.125,,,38,119
TE,"Braunecker, Ben",6033,250,32 3/4,9 1/2,"35.5""","10'1""",TE,75.375,,,35.5,121
TE,"Duarte, Thomas",6021,231,33,10,"33.5""","9'10""",TE,74.125,,,33.5,118
TE,"Grinnage, David",6052,248,34 1/2,10 1/8,"29.5""","8'10""",TE,77.25,,,29.5,106
TE,"Hemingway, Temmarick",6047,244,34,10,"30.5""","9'7""",TE,76.875,,,30.5,115
TE,"Henry, Hunter",6047,250,32 3/4,9 1/4,NA,NA,TE,76.875,,,NA,NA
